gene,HL60,MCF7,K562,A2780,A549,SKOV3
HOMER2,0.073553762,5.416299654,0.476542786,4.298317695,3.022408968,5.392694626
HMGCR,1.920150054,5.713704347,5.996110121,5.587200283,4.727983755,5.912372906
CETN3,3.421845544,4.898936427,6.261619281,5.374873323,4.917485519,5.6280045
CBR1,4.241534119,5.800819048,3.612358423,0.927406559,6.867278061,8.227099935
ARID4B,2.641877528,3.808214095,3.614208905,4.029599618,3.780574145,4.077209896
TBX2,0.010583836,5.318394832,0.010583836,7.066400841,0.832890583,0.565948179
CLIC4,2.46264413,5.979497538,6.619179312,6.957357541,5.943861228,7.251999562
GOLT1B,3.5394792,4.302770225,5.173158753,4.344743443,6.119621565,4.654265598
RAB11FIP2,1.860397671,1.876012132,2.640683481,2.685596617,3.072457977,4.116195934
SPAG7,4.841770133,6.480978763,5.592991221,7.169236757,5.748772601,5.706367587
SCRN1,0.354689445,5.50175658,0.354689445,5.482232303,4.999514823,5.043744679
WASF3,0.121328291,1.590031811,0.411404506,4.474896019,0.316941237,3.507005061
ISOC1,1.589778858,6.852024402,4.704679518,3.745421063,4.015476558,4.49390041
PNKP,3.967284286,5.825736927,5.143148292,5.85663623,4.088688304,5.190707094
KAT6A,1.705390032,2.663380376,3.491327205,3.969156125,2.99923684,3.939890955
YKT6,4.960186045,5.631644491,5.758026912,5.5393934,6.1408798,5.127789363
RNMT,4.705913766,3.460152227,4.840013119,4.266949336,3.726052668,4.236229131
NRIP1,1.362227964,3.899042035,2.703453461,1.941308349,3.875069089,4.070284661
PRCP,5.638548968,5.122394888,5.745119732,5.668755844,6.566458684,6.484804528
CREG1,5.952470783,4.681918001,7.826424585,4.944418201,5.830523282,6.187216613
CTSL,1.310510815,6.973752769,7.458877746,5.033689575,8.724351156,8.100216758
RRS1,5.635412223,5.962948775,3.605923799,5.49144511,5.816467865,4.84547865
CCND1,2.879354745,7.668665861,0.939902929,6.144839642,6.354547997,6.899276687
PDHX,3.615400657,4.550827048,4.853537794,4.546206685,4.887619431,5.03080354
TRAK2,1.134213938,4.311246947,4.145017574,2.643874992,3.443616004,4.455476928
TOR1A,4.986710763,5.250406797,5.327547494,5.538610805,5.45521535,5.581520627
PHKB,4.273500723,3.5523602,5.612995693,3.823796926,5.225904492,5.326752407
HIF1A,2.27620523,5.959351581,3.730110533,5.850257528,7.294311838,8.762490029
AURKB,4.593561938,6.293419605,6.725077656,7.041867261,6.465714866,5.660993002
BLMH,5.436863659,3.694007178,6.422364896,5.972665832,5.624764881,6.443922632
ASAH1,5.394330182,6.211808908,7.057410782,5.459530027,6.066611551,7.397581804
NUP133,4.508612337,3.752045027,4.896068546,5.30993641,4.436410631,4.063735883
PLEKHJ1,5.989569814,4.799969628,6.37457165,5.771177698,4.167115756,5.545924691
ST3GAL5,0.570735387,2.021593586,3.217966612,1.169725344,4.833301612,1.459512918
SMARCD2,6.203608509,7.829600929,6.000815392,5.858994528,5.111910772,5.857662715
NR3C1,2.450455175,4.317579348,3.754434478,0.09151132,5.369691468,4.617641459
VDAC1,6.448311638,7.914056336,7.458871961,8.449376598,8.837891093,9.21465809
MAPK13,-0.057058699,2.424695294,1.052548549,0.210552345,-0.154622953,1.969515566
CRYZ,2.535436005,4.278879108,5.518724779,5.81918811,6.446856427,5.471678704
CENPE,1.602650562,2.305735306,4.1151561,3.874796079,3.122011997,3.264925848
USP1,4.359728106,4.184036886,5.383105198,5.586670152,4.810055428,5.417144523
COG7,3.856767948,3.977693946,3.88815322,3.747070326,3.239374723,4.224689636
PXMP2,3.682945962,4.791021171,5.003718856,4.518688261,3.707712715,5.171773813
HSPA1A,1.29086487,7.429856821,6.713646044,1.121610254,6.866306438,7.351080039
RNH1,6.147873806,6.061112848,6.401935108,5.96615371,6.159811718,7.53003868
GRB10,3.701736283,2.197524071,5.759255946,3.841011122,4.471552014,3.015292887
ABCF3,4.97479574,6.078674434,4.946332442,5.079651996,4.359946223,5.218171207
MAPKAPK2,4.776033117,5.072231753,5.153871025,5.095705657,4.348336913,5.624284494
CTNNAL1,4.728918635,2.835445385,5.701173866,5.183179372,6.41286072,5.852126085
CPNE3,0.661550853,6.157509404,4.014148577,4.416482282,5.295627366,5.966446632
TATDN2,3.78224229,4.622033938,4.079679353,4.332743482,4.460253909,4.693441845
DNAJB1,3.782484435,6.515010078,5.619415202,5.999314825,6.615993573,6.425929764
TERT,1.271305772,0.99223097,0.830416145,3.067845611,1.841975109,1.061191119
NSDHL,3.277859164,5.318913125,5.035455064,4.368260615,5.129384615,4.981421989
ILK,3.760352415,5.109814135,6.093616653,6.482019287,6.571038394,7.039024592
HTRA1,0.646201172,2.182311692,0.591225346,0.387498863,5.213589915,5.944058533
CRELD2,4.681634409,5.252884989,4.379524774,5.53271201,3.260527625,4.247083819
NPDC1,3.264912978,6.116079793,0.5530493,5.058834752,3.320422738,3.389268937
GDPD5,0.08246873,2.942702069,4.33801661,0.49707957,2.705429151,4.538538084
BID,5.768762604,4.365745945,5.310935094,4.490400092,5.005179149,3.599804892
RAB4A,4.071781112,4.337444666,4.198178474,4.868978105,4.214952,5.203703583
VGLL4,1.952825291,4.611843223,2.762951529,3.889886541,3.175073854,4.628009148
VAPB,3.731496672,6.076890601,5.16916244,4.733794276,4.74312599,5.331330503
MNAT1,4.279416789,5.53398229,5.038152268,5.993129672,5.636876119,5.880972585
SLC25A46,2.545750188,4.050286643,4.080672894,3.409032984,4.576669825,4.15112717
CTNND1,1.769667434,5.372361045,5.19082663,4.919796672,6.008929234,6.344997204
MTF2,3.675096354,2.868640759,4.900356116,5.509041375,3.235478912,3.612840775
CSNK2A2,3.332839048,3.47796526,6.243519429,5.197574923,4.641487736,5.723709885
DFFB,2.969468943,1.97709128,2.673454379,2.12507359,1.538371838,2.53820601
POLD4,4.790317945,6.415802593,5.603600964,4.852057396,6.073750297,6.086706725
UFM1,4.419101364,5.166717751,5.491916762,5.575566114,4.70594115,4.902810704
MAP2K5,3.841267226,3.21642833,5.03656676,3.098991828,3.102740778,3.387616771
TXNDC9,4.270072923,5.24964908,5.261416664,5.193980029,6.234268074,5.207073648
PAX8,0.032350229,0.972810672,1.570978014,0.171631141,0.356936501,7.148021508
RAB31,4.36065994,4.967719671,4.954467348,3.020201981,3.68482504,3.850311192
MALT1,2.003777009,1.508685297,0.726415906,3.654970285,3.560479227,4.431414084
ECH1,7.19350045,8.873174019,7.723928524,7.759001586,7.999649408,7.856725291
HOOK2,2.624951589,6.034531838,3.902715652,3.858709506,2.521546792,5.349323091
GADD45A,4.17580528,3.949075538,7.171098864,4.045084962,5.02776641,6.889790653
FBXO21,1.271944292,4.457718277,2.983207949,3.987045911,4.421820188,4.895061968
ANKRD10,4.72324501,3.587641273,5.017995842,5.150907464,4.326479501,7.103205105
PCM1,6.399923266,4.614064341,6.292996651,7.77689205,5.816556444,6.154278903
PDLIM1,0.339041548,5.57273834,6.304119574,0.097226444,6.970667898,4.054779697
NUP88,5.849064882,5.617412026,4.946007673,5.689408548,6.380272505,4.564615972
ATP2C1,3.726344425,4.230158277,4.454397679,5.449050367,5.219248515,6.494315586
DNM1,2.044962418,4.276194634,4.169524954,4.679847144,4.947452061,1.701964905
CASP2,4.678436628,3.729853288,4.520293297,3.952249741,3.506388424,3.789116059
ADGRG1,-0.035531271,4.769669311,0.059009475,0.606456605,5.046663129,7.452882324
CRK,1.669617164,5.244842888,4.030495137,5.382896571,5.842520576,4.848284672
XPNPEP1,5.206360609,4.674747756,5.272223053,5.461157905,4.895286184,5.625096017
VPS72,5.060784116,6.428393277,5.861039914,6.130968617,5.399978246,6.507310261
NUP93,6.194967174,4.83847598,5.824763519,6.183830697,6.276107081,6.781789649
ICAM3,5.74318514,4.001752567,3.063170689,2.393247316,2.416274041,3.2913804
WDTC1,2.882863529,3.226702621,5.008132418,2.683064294,1.829118972,4.011241685
APPBP2,1.078494315,7.832211034,3.070644974,3.850929217,3.957943947,4.294059913
GMNN,5.043138205,5.201787715,6.704101904,6.249492097,5.779694265,6.011066161
APBB2,1.27827463,5.585209731,1.645025071,3.681690842,3.097190518,4.531888731
TGFB3,-0.017471483,1.941793017,0.823060585,2.394854275,0.53443736,0.598691597
DYNLT3,1.966707317,5.191327822,3.638262559,1.380565391,4.617272504,4.919110826
TIMM9,5.82823407,6.695327167,6.754484135,6.624708873,6.758778466,6.017736868
POLR2K,6.287765892,8.050238751,6.29765119,6.462835457,6.554950784,6.506513859
BNIP3L,2.79623015,3.37884926,6.223294142,5.262969688,4.949922333,5.614864505
TPM1,2.289494207,8.342639515,5.823198354,6.756548857,9.747798243,8.778762142
SLC1A4,3.953397646,3.003036795,4.803111808,3.291537206,3.34422184,3.212853024
BIRC2,2.972870111,3.354679547,4.692320397,5.195535972,5.007097177,6.277395618
BLCAP,4.808232646,4.897070056,4.69759092,4.49276123,4.342035523,4.818128203
TOMM34,4.663132671,4.47414658,5.20713226,5.659218542,4.787372194,4.983171655
KCTD5,4.114784566,4.846171218,4.763651341,4.331464927,4.021295089,4.759746669
DNMT1,5.681575129,6.320427048,6.616623497,7.2761202,5.352594395,6.895508038
MUC1,0.396017694,5.090082817,3.523082151,3.663000821,0.827510412,4.809168166
MAPK1IP1L,4.337398389,5.598131222,5.12015948,6.006816418,5.276641147,6.009702305
PLA2G4A,1.67517547,0.042475469,0.176766976,0.466069544,4.095625822,0.299565924
SNAP25,0.004904341,2.139769042,0.451083459,0.03297047,4.087959399,0.04679783
MYCBP2,3.749031993,2.948437542,3.287104104,3.908382757,3.38890458,3.889990181
DNMT3A,1.407222702,4.003753286,3.051659173,4.530148149,2.38910892,2.746940486
DFFA,3.469567065,4.294223791,4.55739758,5.645320254,4.179502325,5.079940108
CCND3,4.322259825,4.792180533,6.545212065,4.707604914,6.907557415,5.071150669
PLS1,0.515112163,3.366654117,3.177936282,2.824027359,4.539156693,3.773607444
NUP85,5.671002921,5.650591667,5.279924632,6.023102005,6.273317414,6.024004915
CORO1A,8.517991787,3.095426051,3.674837892,3.76226896,1.462482481,2.174287485
ARHGEF2,5.659539457,2.301022626,6.781637942,4.996618344,3.472032679,4.848506218
RPN1,7.511074422,7.795404131,7.008906781,7.327518134,7.153005747,7.565901218
LBR,5.309421571,2.613815198,6.661236829,6.519172964,5.521444316,5.034786969
GHR,0.027339168,1.895819771,0.042220013,0.822626372,0.056955676,0.114501438
ENOSF1,5.524930787,5.234531506,6.029436951,4.689960786,4.410447839,4.850668303
SENP6,5.082358445,4.816657438,5.311941172,5.38374951,5.003282902,5.376541743
ME2,5.486677268,2.610987412,4.866419553,5.581263997,5.511672529,5.496603383
KIAA0753,1.420179919,2.984711239,2.206021171,3.766788491,3.4615936,2.879445989
MCOLN1,3.236872358,2.203432035,2.978515674,3.842090119,2.617830052,3.664089653
TRAPPC6A,5.102488758,6.653700127,6.626853448,4.07837236,3.794605903,3.33843438
CLTB,5.208785385,6.216951721,5.448886385,5.357026601,5.468420856,5.962237749
EED,4.187053849,4.795739307,5.067400836,5.23645186,4.932052917,4.855088842
CTTN,0.940004316,7.649314263,6.706771887,7.054328292,6.647472233,7.716663111
PTPRF,0.33828787,6.267439178,1.222693645,4.501989467,5.848433972,6.76478856
TBP,3.5305222,3.849668318,4.796051909,3.693162721,3.461994318,4.403166596
NIPSNAP1,3.367955156,6.695998778,5.480093959,6.391919455,5.55643307,6.607001262
ZMIZ1,4.11615618,4.839955399,4.252912931,3.967833241,3.944703568,4.920964842
EBP,7.135239074,6.776990969,7.265218846,6.197520738,6.505639586,4.808112747
PRSS23,1.462947156,6.73736181,0.330177858,0.602027039,7.228087065,6.625974671
CHEK1,4.201221362,3.549767979,5.858739733,4.996422286,4.354312109,5.197199915
ANXA7,4.686951113,6.562199409,6.816119592,5.309715323,6.62415155,7.020469965
ALDOC,0.796555251,5.833152092,7.617071007,5.1055638,0.929415056,3.388357773
HSPA4,4.828948239,5.91790736,6.158169653,7.284362406,7.11544465,6.590610628
LGMN,0.619004432,5.755419167,1.596865052,5.617396321,5.362868827,6.201867778
FZD7,0.214988812,1.212293662,1.360843298,3.703754937,1.816435093,3.987555437
CBLB,1.582624524,2.915610016,2.781869686,3.954414519,2.430628926,3.320031929
BCL2,3.394779114,4.692779854,0.718986809,1.576031866,0.384931124,1.439231512
MAMLD1,0.054840341,1.504587118,0.041311172,0.255076359,1.401455345,0.911207001
MYBL2,5.601101288,5.663782658,6.039920342,6.041462945,5.172583858,7.347251184
CYCS,6.265928291,5.773916711,7.507703963,6.996506769,7.461631339,5.741542034
KCNK1,-0.055173512,4.416574923,2.795892437,-0.119988745,3.110019774,6.043856814
BDH1,4.994224951,5.384328449,-0.061388373,0.014020232,1.768055207,2.743172247
RAB27A,4.995083953,2.770739089,7.111880844,2.842016444,2.764095379,3.803560131
GNAI2,7.213285954,6.163225132,5.214489893,6.135714306,4.52131132,6.919655496
EBNA1BP2,6.434341023,6.521595724,5.98805146,7.291884403,7.351894535,6.625214314
DNAJB2,1.944471699,5.468546963,3.364485289,4.46572629,4.869648824,5.720468093
SUZ12,4.287676893,3.385967472,5.121390969,5.066962032,5.184581502,5.270692219
RALGDS,4.356847885,4.43121697,4.504684221,4.140913276,2.854746712,3.934585487
DPH2,4.487541901,4.885315517,4.524639912,4.958946884,4.518618285,4.538997877
PPP2R3C,5.21700787,4.540714207,4.86901582,4.471738003,4.88543709,4.155115068
RASA1,1.57055768,3.855902901,3.3565511,3.681180566,3.997415479,4.422934991
SLC35A3,2.751165847,4.014881205,3.593411608,2.778002478,3.498582913,4.7687765
RFX5,3.476861775,5.483752995,4.670917,6.171883767,4.69027798,5.517967695
CAT,5.155016991,4.633980154,6.328378365,4.307586415,4.769362765,5.499008588
ABHD6,0.010702295,0.952145642,2.061526478,2.271813884,2.342360583,2.57775367
ELAVL1,4.29136375,4.692104183,5.551354842,6.431256856,5.431693527,6.447893883
SPTLC2,1.833524972,4.308999766,3.282247517,2.053350334,4.018785807,4.449362772
VPS28,5.985918986,7.522354412,7.081021851,6.192900348,5.982111121,6.723328669
GNA15,5.156046904,-0.091481892,0.182190396,-0.024333498,-0.064228149,0.076722456
HLA-DRA,1.17188333,0.475717501,0.344305688,0.982367034,-0.224377129,0.141441321
HLA-DMA,1.940393633,2.69593707,0.669434283,2.363125016,2.564432635,2.007919772
LAGE3,5.2481685,6.572937128,5.483699477,5.077828506,4.066209286,4.773060647
COPS7A,4.679359081,5.335098923,4.258242336,5.928733501,5.345490806,5.293538164
RPS6KA1,5.780127182,3.790433614,4.677209249,4.304360752,3.340027257,5.439401486
SKP1,5.602485723,9.797272395,8.863389103,9.101733264,9.694296925,10.19812945
MYLK,0.45407391,0.45407391,0.279510649,2.628586223,3.273552809,5.249600745
DDR1,0.422221295,7.812339252,4.365694115,3.493791284,4.417450101,4.891142974
ABHD4,0.720257827,3.275988741,3.974335377,2.487543016,5.414310142,4.260879935
SGCB,0.226311653,2.726410373,0.263957123,3.866189868,4.404871244,5.470051976
ELOVL6,0.120258606,4.420211816,4.619300946,4.565877574,3.042679639,1.425003374
DUSP6,3.307283937,0.43904682,-0.136632398,7.114597632,1.740333629,2.399259272
NOLC1,5.93007716,6.632878784,5.720150502,7.867075411,6.894371973,5.15416182
FBXL12,3.46762106,3.247786807,4.920805374,4.584728022,2.610066974,4.101906633
ACD,4.259430646,3.948465364,4.389573831,4.669561751,3.98183837,5.637451856
UBE2A,5.400303266,5.9731935,5.918847128,5.539381174,6.981909739,6.804974206
INPP1,1.40470085,1.101853095,1.40470085,0.639852302,3.925805691,4.5707749
IPO13,4.099936237,3.320691953,4.132735068,2.875433136,2.934106436,4.320282469
RPS5,10.15863395,10.5855034,10.86076567,10.26104449,10.9962699,10.03186424
PIK3C3,4.804313918,2.681277488,5.062354958,4.170754154,4.336210485,4.573017418
PRR15L,0.049999363,4.5825826,0.024738856,-0.014018386,0.301629508,-0.094871867
MAP4K4,2.995813342,3.842226088,5.357036339,5.138114928,5.538865932,6.690559534
UTP14A,3.925724727,4.80431486,4.374712103,5.023375048,5.359201856,3.825836547
PRKCD,5.856519923,3.960325748,3.327913776,3.753112481,3.276408092,4.091768421
NNT,3.838213145,3.594889794,5.22341697,4.109004664,3.925717636,3.824651136
RELB,2.26142565,0.62423522,1.220542195,3.060579146,3.198658513,3.492786912
HEATR1,2.757795811,3.306796867,4.12099154,5.338585989,4.827786435,3.607266404
ACBD3,2.081397106,5.072644773,5.287553898,5.148801506,4.707317653,5.128133461
SNCA,0.092547952,0.146795953,1.685449948,6.405889702,0.609373401,1.928379096
ALAS1,6.412594022,3.845120883,4.373824719,4.936160278,5.598568889,5.116736215
CNPY3,6.114384892,6.117641838,5.070083585,5.785073797,5.070488534,6.006079529
LRPAP1,6.112636954,7.562264565,5.398740612,5.932126196,5.682545283,7.494794124
SYNGR3,0.033648144,2.381652837,4.45339918,3.120189981,1.763686745,1.353318573
GSTZ1,2.46722684,5.881169725,4.979902208,4.870223873,4.339810002,3.744984036
FRS2,0.756024528,4.196385191,2.238971057,3.092915107,3.378169463,3.89717899
TCFL5,2.69344684,3.702627005,2.98718024,2.861827519,1.974268629,3.809663155
NENF,4.841474701,4.558518807,5.498833546,5.445388559,5.752046802,6.417948169
NUP62,4.904317002,5.369883783,5.430455936,6.438873531,5.279432102,5.711161894
DHDDS,3.5000066,4.891156336,4.691273668,4.337037404,3.954990227,4.587849774
DNAJA3,4.903292738,5.912301729,6.373269637,5.877492044,5.473274585,5.382612728
CALM3,6.024637471,7.953704367,7.392515229,8.489864868,7.250546312,8.132294938
MOK,1.521707715,3.010376866,2.597151142,4.30369823,3.600223953,3.583759499
FEZ2,3.505845562,4.128217393,4.207811888,4.605723773,6.10871947,6.17205478
IKZF1,4.554233716,-0.049909465,3.773791691,-0.049909465,-0.036443761,0.230496005
USP22,4.335013543,6.024678571,6.03812772,6.39378856,6.076555661,5.73275518
BAG3,0.196638929,6.498596163,3.870429553,4.793468181,5.338624153,4.780951287
MIF,9.979524602,9.810120206,8.009093482,9.465700615,8.098917406,9.487039651
PTK2B,5.242998092,1.484955079,3.811922141,1.422407665,2.4356047,0.928577041
ADO,2.799284336,3.407723285,3.41800753,3.897344792,3.415076282,3.909042097
RAD9A,3.765229551,4.914098678,4.471427226,3.881762831,3.720700873,3.852724701
PSMB10,7.18336568,4.883125762,4.981531347,5.904748475,4.301170226,6.042258224
TCERG1,6.041369254,5.317454398,5.75178124,6.491710277,5.354056155,5.26363436
PAK6,0.029928074,1.00748659,0.100823035,0.042003814,-0.09712818,2.043256559
IKBKE,3.192767012,1.034856576,1.48391971,2.730589795,2.41654233,1.722903453
MTFR1,2.870784568,5.246532804,4.465104009,4.436031008,4.941015348,4.715643288
SPR,1.036541058,5.677585201,3.867851277,4.632882502,6.543760947,4.649621365
CSNK1A1,5.213164619,6.869575798,6.694201041,6.453345119,6.118020787,7.251708226
RBM15B,3.50181609,3.116348782,2.962829217,4.719732025,2.940547415,4.557916256
DUSP22,3.09141789,3.712296615,4.807039987,5.050289251,3.06152723,4.416224654
TRIM13,5.101413784,2.790709892,3.907976717,4.600347661,3.972029022,4.009706373
RAE1,4.402771235,6.877548509,5.249709906,5.641131721,5.624607917,5.334128866
CLPX,3.145760835,5.262701109,5.060561772,4.866593489,4.962544962,5.086309612
CXCL2,0.372169956,-0.089200336,2.875568377,-0.009302085,2.136722475,3.777019954
SLC25A13,2.777810445,4.223237597,5.449549242,5.359140581,5.02764799,4.10571588
TM9SF3,4.298237758,5.604798101,4.843531528,6.010116636,6.844679646,5.562296615
FZD1,0.973083832,1.637433357,1.469025101,1.637433357,0.638015777,2.848930661
CDC25A,4.467694206,2.346925947,4.509884369,5.044768722,2.865696447,2.934679016
MBNL2,0.250445667,2.806715458,4.371337604,0.74591222,3.896706744,4.352125483
HERPUD1,5.263467305,5.390006716,6.782090707,5.464471979,5.776924462,6.319872833
PKIG,1.820350148,3.71075737,2.814132059,3.912700027,4.354148756,5.325074261
PSMD10,4.41509635,6.564594964,6.814094415,5.178011021,6.879650168,6.384141459
CXCR4,6.677995802,5.425577042,0.206764868,1.800435981,0.183001857,0.445446964
G3BP1,5.786238313,6.971313368,6.163712599,7.927486076,8.526606794,8.992708619
SLC27A3,2.351493256,5.257070989,2.151805922,3.518361194,0.601748811,1.710606789
ADRB2,2.921277547,-0.023878856,0.002997062,-0.037517057,0.623709678,4.174636499
EDN1,0.084406632,3.18662875,0.058170707,-0.037566877,5.510471573,5.461454401
RPA1,4.283276115,5.206906514,5.037396256,6.289530832,5.960314978,5.087352567
TRIB3,4.151131883,5.929069591,8.117447375,4.784797473,5.121104717,3.455923614
ABL1,3.687985369,4.106995024,6.052040109,5.032270394,4.186851789,5.392142445
HERC6,1.180237655,0.611374036,0.602653835,1.144465355,2.126401972,4.181758436
RAD51C,5.092975829,8.607845254,6.560562139,5.05156088,6.332315592,6.058297724
TNFRSF21,0.644054801,2.131585725,1.879100417,1.61189561,3.745278834,5.731476615
IKBKB,4.198671137,3.560200146,4.340348713,3.513949877,3.781221955,4.673076156
SATB1,3.244677392,0.164201602,0.26336737,4.824423491,0.164201602,1.549936263
ACAT2,4.939133101,5.639176778,7.335315109,5.230815958,5.669358936,6.688157069
TNIP1,4.29844573,4.549527726,4.717634852,4.938634563,5.473916781,6.455349189
ATP11B,2.903341789,2.657952733,4.449451848,3.452339129,3.292738766,5.274864802
ERO1A,4.144756858,4.819569317,4.862185092,6.100569909,5.217221873,5.597721212
ARFIP2,4.835629479,5.454038039,5.092412353,5.164934142,5.256731624,4.948188697
CHAC1,3.236269294,4.170978391,5.962852973,5.78671076,2.066200739,2.391272865
BPHL,2.131203323,3.875388435,3.506734057,3.592739436,2.848449973,4.289950292
EVL,4.969838821,7.246424309,4.703184576,4.840633849,3.472389442,4.991877979
MRPL19,3.253630995,5.041892878,4.245502932,5.99005103,6.386106437,5.646210177
MRPL12,7.763910485,6.703737464,6.35825489,6.766703478,7.191008246,6.928229773
TM9SF2,5.200426997,6.077868872,5.409319149,5.784436229,5.777759228,6.292312785
CCDC86,4.754002919,4.657389705,4.261322962,5.172420406,5.857777244,4.769261397
PIK3C2B,0.189708669,3.411715478,1.095851056,2.948450245,1.747683199,2.383993978
EFCAB14,3.267447209,4.26571348,4.26571348,3.937355861,3.98135497,5.038107899
PXN,0.661249219,5.848844783,5.710905732,4.378550405,6.512008845,6.409055065
NUDT9,2.976892766,4.243533599,3.821046821,5.405282456,4.555716309,5.979954583
ATP6V1D,2.99707571,6.074480689,5.431953507,5.205508277,6.332447453,6.008274749
NFE2L2,4.278654264,4.976672445,6.244576505,5.352141869,6.190771919,6.637116032
SPAG4,1.046637215,2.313120399,3.850480746,3.867619004,1.338207542,1.205616926
CDCA4,4.238651692,4.326032653,4.556150998,5.476994265,4.045971254,5.656494778
PPP1R13B,0.076790202,3.857424859,0.400687708,2.072947173,1.516187586,3.718635065
MSH6,4.315790646,4.696495326,5.57523576,6.350929967,6.125884615,5.262533789
RPP38,3.231613364,4.341050552,4.124143242,4.86710636,4.664616997,4.198483377
AGL,1.627078301,2.246975902,3.424264258,2.5456691,2.607098298,3.235386799
RALA,3.175409063,4.348982136,5.952616174,4.671945551,4.614533196,4.660505959
DAXX,4.676166836,5.57999398,5.530115792,6.31357464,4.628571648,5.683629113
S100A4,8.943503966,2.051080769,2.568492043,5.694358146,11.3545683,12.3912412
TMCO1,6.381490167,6.400490839,6.691587989,5.102468604,6.942659398,6.709301487
HDAC6,4.417868126,4.295588542,6.14510956,5.15505684,4.126383679,4.974944301
FUT1,-0.016020967,2.45153251,5.343037933,1.366055413,0.196464322,0.328894977
SOX2,0.23287699,1.345198932,0.100088931,0.773521538,1.687281266,-0.060392885
ID2,4.348703903,5.393882409,4.038945344,5.678464101,6.098606615,6.362790733
RRP12,5.041875781,4.739506101,3.649009028,4.557860996,4.763398187,3.168328931
ST7,2.89091959,3.871049839,5.273640434,3.871049839,4.312087654,3.23221944
HK1,1.312715135,6.219273229,7.950575861,5.560879932,4.74493282,6.21892842
STXBP1,0.934536119,3.345048229,4.486834021,4.451092321,3.413663135,3.884685725
MAPKAPK3,5.446933092,3.532788714,4.986849139,5.117839251,3.49585203,5.971661919
MLLT11,0.432212323,1.949191443,4.997116077,5.371850153,5.234176632,4.309318527
NOS3,0.084261897,0.036220052,5.86606225,4.828090675,0.321810184,0.970722164
POLB,4.269021627,3.847595278,5.771831386,3.683904412,4.79996032,4.815013715
PTGS2,0.283144786,-0.043243313,-0.043243313,0.129275951,2.680200097,0.271881002
CASC3,4.369709054,4.553487224,5.42214438,5.578601061,4.828353178,6.35119524
MTHFD2,6.659141959,8.055774822,8.996727206,7.704278345,7.608161186,5.99042073
BMP4,0.36017681,2.489952269,0.266245318,0.531602125,2.876051185,2.150633945
MCUR1,3.654414896,3.401272515,4.439152541,3.703919334,2.907696213,4.198601712
EIF4G1,6.730113412,7.774235688,6.857232405,8.361139266,7.108186257,7.817559048
ADI1,5.319520734,6.115272632,4.644639681,5.480928643,5.944082078,5.390260876
EPHA3,0.049473398,0.415489884,0.020507059,4.933870984,0.020507059,0.049473398
TBC1D31,1.715008362,4.883466578,4.773263049,3.304334495,3.112587563,3.908348827
LYN,2.509543812,0.193763081,4.747072628,3.138753764,3.557115051,3.314102128
VAT1,6.30213188,5.736068391,7.725667318,6.040150286,6.200638706,7.208672174
CDK5R1,0.393816517,1.171242866,1.487182955,1.739954881,1.497335543,2.949561334
CAMSAP2,0.282037774,4.137261862,2.402621914,4.354436199,4.285088172,4.640213818
SOCS2,0.333516856,1.991528251,7.275711331,5.886836143,3.02402332,2.183900741
CCNA2,4.448926174,4.361747957,6.701070232,6.149461782,5.269748068,6.115697968
TWF2,5.789858225,3.978496512,5.87252826,5.192236201,5.10681928,5.503652537
POLR1C,5.620963416,5.790920848,5.555804923,5.686012778,5.417169585,5.013030034
ICAM1,0.366420115,1.32368087,5.818997488,1.187851431,1.234529761,0.820548202
PARP2,4.697831426,5.251990096,5.299752153,5.603728049,4.994455033,5.460431725
KDM5A,2.62769263,2.733740422,3.04931618,2.98763498,4.273380161,3.007271145
BAX,6.22703818,6.667934719,5.827443122,7.863988648,7.165338129,7.447665007
CREB1,1.940491287,3.885810402,3.571058134,4.380601212,3.546120721,4.863438356
ENOPH1,4.979277625,5.394882728,5.243633568,5.402717443,5.082942254,5.492344209
CIAPIN1,4.976668136,4.690804813,5.363222535,5.908393991,6.318936834,5.963077454
